STRG.109515.1.p1	XM_040695128.2	STRG.109515
STRG.112185.1.p1	6-XM_048959965.1	STRG.112185
STRG.37142.1.p1	12-XM_048947294.1	STRG.37142
STRG.9123.1.p1	2-KAK4818318.1	STRG.9123
STRG.39077.1.p1	NXG59099.1	STRG.39077
STRG.59818.1.p1	5-SGA02269.1	STRG.59818
STRG.2143.1.p1	13-XM_052665711.1	STRG.2143
STRG.102993.1.p1	EPP29253.1	STRG.102993
STRG.93055.1.p1	XM_015272899.4	STRG.93055
STRG.88746.1.p1	SGA32582.1	STRG.88746
STRG.90337.1.p2	2-SGA33903.1	STRG.90337
STRG.110857.1.p2	7-XM_048959965.1	STRG.110857
STRG.22236.3.p1	KAK4831702.1	STRG.22236
STRG.92434.1.p1	NWW82101.1	STRG.92434
STRG.96542.1.p1	XM_030007110.2	STRG.96542
STRG.58254.1.p3	XM_048952199.1	STRG.58254
STRG.26608.1.p1	XM_048940099.1	STRG.26608
STRG.100161.2.p2	XM_015427259.1	STRG.100161
STRG.46231.75.p1	XM_040673911.2	STRG.46231
STRG.15313.1.p1	KAK4830892.1	STRG.15313
STRG.277.7.p1	XM_026868507.1	STRG.277
STRG.735.4.p1	8-MCQ4179290.1	STRG.735
STRG.85401.1.p2	35-EPP37534.1	STRG.85401
STRG.112165.1.p1	XM_040650950.1	STRG.112165
STRG.15018.59.p1	XM_040657621.2	STRG.15018
STRG.46066.3.p1	KAK4816637.1	STRG.46066
STRG.85325.1.p2	36-EPP37534.1	STRG.85325
STRG.110154.1.p1	10-SGA33918.1	STRG.110154
STRG.85095.1.p1	37-EPP37534.1	STRG.85095
STRG.84464.1.p2	38-EPP37534.1	STRG.84464
STRG.250.1.p1	2-XM_049794183.1	STRG.250
STRG.10354.1.p1	2-MCQ4021223.1	STRG.10354
STRG.42154.1.p1	XM_015861472.2	STRG.42154
STRG.4399.4.p1	XM_052669992.1	STRG.4399
STRG.88726.1.p1	XM_048939836.1	STRG.88726
STRG.100317.1.p1	XM_042797280.1	STRG.100317
STRG.98004.1.p1	MBN3299255.1	STRG.98004
STRG.21581.1.p1	14-XM_052665711.1	STRG.21581
STRG.46262.1.p1	XM_040673918.2	STRG.46262
STRG.84550.1.p2	39-EPP37534.1	STRG.84550
STRG.97942.1.p1	XM_049792729.1	STRG.97942
STRG.77355.1.p2	2-PKU40023.1	STRG.77355
STRG.111468.1.p2	11-SGA33918.1	STRG.111468
STRG.107153.1.p1	HDW9663096.1	STRG.107153
STRG.109318.1.p2	8-XM_048959965.1	STRG.109318
STRG.86801.1.p1	14-MCQ4078419.1	STRG.86801
STRG.59740.1.p2	EPP30060.1	STRG.59740
STRG.90403.1.p1	XM_048290475.1	STRG.90403
STRG.52115.1.p2	KAF6336906.1	STRG.52115
STRG.81897.58.p1	QKK36238.1	STRG.81897
STRG.100778.2.p2	XM_031609238.1	STRG.100778
STRG.104359.1.p1	POI19488.1	STRG.104359
STRG.99250.1.p1	6-SFW04806.1	STRG.99250
STRG.90097.1.p1	KAK4831196.1	STRG.90097
STRG.94435.1.p1	KAK4826959.1	STRG.94435
STRG.27075.1.p1	15-MCQ4078419.1	STRG.27075
STRG.101191.4.p1	KAH8199814.1	STRG.101191
STRG.85229.1.p1	40-EPP37534.1	STRG.85229
STRG.107922.1.p1	12-SGA33918.1	STRG.107922
STRG.107692.1.p3	14-XM_040695137.1	STRG.107692
STRG.110144.1.p1	9-MCQ4179290.1	STRG.110144
STRG.105377.4.p2	XM_051775661.1	STRG.105377
STRG.49651.2.p1	SGA31375.1	STRG.49651
STRG.97846.1.p1	XM_042892191.1	STRG.97846
STRG.109943.1.p2	XM_046909449.1	STRG.109943
STRG.84608.1.p2	41-EPP37534.1	STRG.84608
STRG.21343.4.p1	KFW72624.1	STRG.21343
STRG.73313.1.p1	XM_021377396.1	STRG.73313
STRG.47973.4.p1	2-MCQ4078410.1	STRG.47973
STRG.27048.9.p2	11-AAA49027.1	STRG.27048
STRG.45658.7.p1	XM_031588092.1	STRG.45658
STRG.111458.1.p1	8-SGA34061.1	STRG.111458
STRG.74890.4.p2	2-EPP29996.1	STRG.74890
STRG.91389.2.p1	XM_049792773.1	STRG.91389
STRG.81592.1.p1	6-XM_046923367.1	STRG.81592
STRG.109240.1.p1	5-SGA02415.1	STRG.109240
STRG.81746.1.p2	13-XM_048947294.1	STRG.81746
STRG.78735.1.p1	6-SGA02269.1	STRG.78735
STRG.108533.1.p1	6-SGA02415.1	STRG.108533
STRG.102941.2.p3	SGA02538.1	STRG.102941
STRG.90317.1.p1	10-MCQ4179290.1	STRG.90317
STRG.99240.1.p1	XM_021382340.1	STRG.99240
STRG.28752.6.p1	16-MCQ4078419.1	STRG.28752
STRG.80971.1.p1	XM_040695796.2	STRG.80971
STRG.45303.11.p2	XM_048943656.1	STRG.45303
STRG.40027.1.p1	7-XM_046923367.1	STRG.40027
STRG.12980.1.p1	2-SGA33940.1	STRG.12980
STRG.85065.1.p2	42-EPP37534.1	STRG.85065
STRG.106779.3.p1	XM_046900937.1	STRG.106779
STRG.37661.1.p1	2-MCQ4187465.1	STRG.37661
STRG.96673.10.p1	EPP34973.1	STRG.96673
STRG.25988.13.p1	KAK4827694.1	STRG.25988
STRG.80412.1.p1	11-MCQ4179290.1	STRG.80412
STRG.110210.1.p1	9-XM_048959965.1	STRG.110210
STRG.28455.1.p1	2-XM_040695796.2	STRG.28455
STRG.105026.1.p2	XM_015851123.2	STRG.105026
STRG.79981.1.p1	7-SGA02269.1	STRG.79981
STRG.58090.1.p2	RMB96433.1	STRG.58090
STRG.109058.1.p1	7-SGA02415.1	STRG.109058
STRG.19249.1.p1	12-AAA49027.1	STRG.19249
STRG.84368.1.p1	43-EPP37534.1	STRG.84368
STRG.96270.2.p1	NXS52884.1	STRG.96270
STRG.111524.1.p2	10-XM_048959965.1	STRG.111524
STRG.111448.1.p1	XM_009704155.1	STRG.111448
STRG.63236.1.p1	3-EPP37096.1	STRG.63236
STRG.29855.1.p1	POI23159.1	STRG.29855
STRG.102250.1.p1	KAF1624033.1	STRG.102250
STRG.67268.1.p1	XM_054053185.1	STRG.67268
STRG.45391.1.p1	2-XM_040694160.2	STRG.45391
STRG.90153.1.p1	XM_040685303.2	STRG.90153
STRG.92318.1.p2	XM_031610520.1	STRG.92318
STRG.92088.1.p2	2-Z75013.1	STRG.92088
STRG.58138.1.p2	SFW05056.1	STRG.58138
STRG.101085.4.p1	KAF1415375.1	STRG.101085
STRG.44684.1.p1	15-XM_052665711.1	STRG.44684
STRG.92250.1.p2	XM_031507714.1	STRG.92250
STRG.71669.1.p1	5-SFW04942.1	STRG.71669
STRG.44838.1.p1	8-XM_040659592.1	STRG.44838
STRG.11609.26.p1	3-XM_048930342.1	STRG.11609
STRG.27451.11.p1	13-AAA49027.1	STRG.27451
STRG.60374.1.p1	NM_001111136.3	STRG.60374
STRG.40017.1.p1	2-XM_042869383.1	STRG.40017
STRG.93708.1.p1	XM_040694724.1	STRG.93708
STRG.96282.1.p1	XM_026051249.1	STRG.96282
STRG.85209.1.p2	44-EPP37534.1	STRG.85209
STRG.37805.1.p1	14-AAA49027.1	STRG.37805
STRG.88433.37.p1	KAK4827563.1	STRG.88433
STRG.102857.1.p2	XM_046906056.1	STRG.102857
STRG.74365.2.p1	SGA33968.1	STRG.74365
STRG.39902.1.p1	8-XM_052705648.1	STRG.39902
STRG.10400.1.p1	15-AAA49027.1	STRG.10400
STRG.51359.6.p1	KAK4827087.1	STRG.51359
STRG.100057.1.p1	XM_040656771.1	STRG.100057
STRG.90388.4.p5	XM_040648881.2	STRG.90388
STRG.95026.1.p1	MCQ4187479.1	STRG.95026
STRG.88552.1.p1	NXG50351.1	STRG.88552
STRG.15677.10.p1	KAK4810498.1	STRG.15677
STRG.105291.3.p1	XM_015273001.4	STRG.105291
STRG.36319.1.p1	14-XM_048947294.1	STRG.36319
STRG.6135.1.p1	15-XM_048947294.1	STRG.6135
STRG.94089.1.p1	XM_040652994.2	STRG.94089
STRG.74377.1.p1	3-SFW05151.1	STRG.74377
STRG.18550.1.p1	16-AAA49027.1	STRG.18550
STRG.78715.1.p1	XM_040578806.1	STRG.78715
STRG.110663.1.p1	13-SGA33918.1	STRG.110663
STRG.11570.1.p1	17-AAA49027.1	STRG.11570
STRG.76093.77.p1	SGA02300.1	STRG.76093
STRG.58128.1.p1	XM_048928361.1	STRG.58128
STRG.38416.1.p1	5-AAR28760.1	STRG.38416
STRG.108513.1.p1	8-SGA02415.1	STRG.108513
STRG.103995.2.p1	XM_032441726.1	STRG.103995
STRG.110587.1.p1	12-MCQ4179290.1	STRG.110587
STRG.20141.1.p1	8-XM_046923367.1	STRG.20141
STRG.83110.1.p1	16-XM_048947294.1	STRG.83110
STRG.103630.1.p1	XM_049793229.1	STRG.103630
STRG.100051.38.p1	XM_040656786.2	STRG.100051
STRG.40007.1.p1	XM_040663268.2	STRG.40007
STRG.71821.1.p1	EPP34925.1	STRG.71821
STRG.44760.1.p1	2-XM_038134561.1	STRG.44760
STRG.50527.1.p1	XM_027648340.1	STRG.50527
STRG.86171.3.p1	XM_014950477.1	STRG.86171
STRG.7381.1.p1	XM_048072448.1	STRG.7381
STRG.107586.1.p1	KAK4823264.1	STRG.107586
STRG.71032.1.p3	SGA33978.1	STRG.71032
STRG.4736.14.p3	18-AAA49027.1	STRG.4736
STRG.95489.1.p2	KAK4817094.1	STRG.95489
STRG.104944.1.p1	XM_015851311.2	STRG.104944
STRG.12325.1.p1	KAF1445500.1	STRG.12325
STRG.70325.1.p1	5-MCQ4187459.1	STRG.70325
STRG.97816.1.p1	XM_005062945.1	STRG.97816
STRG.27498.1.p1	2-KFU97725.1	STRG.27498
STRG.65786.1.p1	2-POI19488.1	STRG.65786
STRG.109913.1.p3	11-XM_048959965.1	STRG.109913
STRG.3032.10.p1	17-MCQ4078419.1	STRG.3032
STRG.100123.1.p3	SGA02820.1	STRG.100123
STRG.109683.1.p3	15-XM_040695137.1	STRG.109683
STRG.86521.1.p1	KAK4822665.1	STRG.86521
STRG.45361.1.p1	SGA02448.1	STRG.45361
STRG.90013.3.p2	XM_040648798.1	STRG.90013
STRG.31899.1.p1	XM_046914508.1	STRG.31899
STRG.94868.1.p1	XM_040654712.1	STRG.94868
STRG.24671.12.p1	17-XM_048947294.1	STRG.24671
STRG.104309.1.p1	POI18523.1	STRG.104309
STRG.99200.1.p2	KAK4831467.1	STRG.99200
STRG.20091.24.p1	18-XM_048947294.1	STRG.20091
STRG.21960.3.p1	6-MCQ4179288.1	STRG.21960
STRG.5977.1.p2	3-KAK4810514.1	STRG.5977
STRG.101437.1.p1	SGA26913.1	STRG.101437
STRG.99124.1.p1	XM_040667558.2	STRG.99124
STRG.47382.1.p2	POI29217.1	STRG.47382
STRG.85025.1.p1	45-EPP37534.1	STRG.85025
STRG.28974.1.p2	16-XM_052665711.1	STRG.28974
STRG.90133.1.p1	2-XM_040694724.1	STRG.90133
STRG.46675.1.p2	XM_021403116.1	STRG.46675
STRG.78475.1.p1	XM_015861090.2	STRG.78475
STRG.108273.1.p1	9-SGA02415.1	STRG.108273
STRG.96176.1.p2	XM_051640639.1	STRG.96176
STRG.85111.1.p1	46-EPP37534.1	STRG.85111
STRG.78399.1.p1	7-SFW04806.1	STRG.78399
STRG.2546.1.p3	NM_204573.1	STRG.2546
STRG.46761.1.p1	XM_040673184.2	STRG.46761
STRG.22086.21.p1	KAK4806147.1	STRG.22086
STRG.98273.1.p1	XM_037374903.1	STRG.98273
STRG.13617.2.p1	PKU41897.1	STRG.13617
STRG.6578.1.p1	KAK1207679.1	STRG.6578
STRG.106911.3.p1	5-KFV05530.1	STRG.106911
STRG.12874.1.p1	8-SGA02269.1	STRG.12874
STRG.84098.1.p1	EPP36433.1	STRG.84098
STRG.102683.1.p4	NM_204695.1	STRG.102683
STRG.21445.1.p1	17-XM_052665711.1	STRG.21445
STRG.37447.2.p1	XM_021391259.1	STRG.37447
STRG.104221.1.p1	EPP36074.1	STRG.104221
STRG.111340.1.p3	16-XM_040695137.1	STRG.111340
STRG.74992.1.p1	2-SGA31375.1	STRG.74992
STRG.14777.2.p9	6-AAR28760.1	STRG.14777
STRG.29739.1.p1	18-XM_052665711.1	STRG.29739
STRG.65862.1.p1	4-SFW05151.1	STRG.65862
STRG.28472.6.p1	2-KAK4810673.1	STRG.28472
STRG.101427.1.p2	KAK4805992.1	STRG.101427
STRG.33273.1.p1	3-AAC60281.1	STRG.33273
STRG.78918.5.p1	CAA42505.1	STRG.78918
STRG.78465.1.p1	8-SFW04806.1	STRG.78465
STRG.80566.24.p1	XM_040656201.1	STRG.80566
STRG.12778.1.p1	KAK4825805.1	STRG.12778
STRG.71453.2.p1	XM_021375273.1	STRG.71453
STRG.41936.1.p1	XM_042014930.1	STRG.41936
STRG.24148.8.p1	9-XM_052705648.1	STRG.24148
STRG.75034.1.p1	5-SFW05151.1	STRG.75034
STRG.102673.1.p1	XM_042891279.1	STRG.102673
STRG.102903.1.p4	XM_040685380.2	STRG.102903
STRG.90576.1.p1	XM_040695364.2	STRG.90576
STRG.52450.1.p1	XM_046943725.1	STRG.52450
STRG.25685.14.p4	XM_031612800.1	STRG.25685
STRG.19055.1.p1	2-KAK4825806.1	STRG.19055
STRG.102114.1.p2	KAK2511245.1	STRG.102114
STRG.65766.1.p1	EPJ32501.1	STRG.65766
STRG.66892.3.p1	2-XM_040650129.2	STRG.66892
STRG.6546.2.p1	18-MCQ4078419.1	STRG.6546
STRG.47276.1.p2	XM_021403360.1	STRG.47276
STRG.72096.1.p1	KAK4808877.1	STRG.72096
STRG.51753.1.p1	7-MCQ4179288.1	STRG.51753
STRG.85718.1.p1	2-XM_048930419.1	STRG.85718
STRG.92200.1.p1	XM_031610390.1	STRG.92200
STRG.90027.1.p2	XM_021381943.1	STRG.90027
STRG.110547.1.p1	10-SGA02415.1	STRG.110547
STRG.71619.1.p1	KAK4818205.1	STRG.71619
STRG.61712.2.p1	XM_031598111.1	STRG.61712
STRG.99104.1.p1	XM_046934106.1	STRG.99104
STRG.101121.4.p1	XM_048929988.1	STRG.101121
STRG.19738.1.p9	2-KFW72624.1	STRG.19738
STRG.69171.1.p2	3-EPP29996.1	STRG.69171
STRG.2262.3.p1	WGM49017.1	STRG.2262
STRG.44644.1.p1	19-XM_052665711.1	STRG.44644
STRG.107392.1.p1	11-SGA02415.1	STRG.107392
STRG.31901.3.p1	19-XM_048947294.1	STRG.31901
STRG.81995.1.p1	XM_021404247.1	STRG.81995
STRG.89123.1.p1	KAK4826469.1	STRG.89123
STRG.15312.5.p1	19-AAA49027.1	STRG.15312
STRG.72865.1.p2	2-SFW05319.1	STRG.72865
STRG.84308.1.p2	47-EPP37534.1	STRG.84308
STRG.93370.1.p1	2-KAK4806181.1	STRG.93370
STRG.68474.1.p1	XM_015881371.2	STRG.68474
STRG.48117.1.p1	2-KAK4819456.1	STRG.48117
STRG.84240.1.p2	48-EPP37534.1	STRG.84240
STRG.86175.1.p1	3-XM_048930419.1	STRG.86175
STRG.97632.1.p1	2-SGA02448.1	STRG.97632
STRG.87369.3.p1	20-AAA49027.1	STRG.87369
STRG.109567.1.p8	17-XM_040695137.1	STRG.109567
STRG.13369.1.p1	19-MCQ4078419.1	STRG.13369
STRG.3926.1.p1	6-SFW04942.1	STRG.3926
STRG.83457.1.p1	20-MCQ4078419.1	STRG.83457
STRG.111320.1.p1	14-SGA33918.1	STRG.111320
STRG.92104.1.p1	NWY22817.1	STRG.92104
STRG.91057.3.p1	XM_054807600.1	STRG.91057
STRG.103418.1.p1	OPJ76058.1	STRG.103418
STRG.89586.1.p1	12-SGA02415.1	STRG.89586
STRG.101111.4.p1	NXM73922.1	STRG.101111
STRG.86944.1.p1	2-KAK4832076.1	STRG.86944
STRG.21964.1.p2	7-AAR28760.1	STRG.21964
STRG.73633.8.p1	XM_040690665.1	STRG.73633
STRG.89027.1.p1	21-MCQ4078419.1	STRG.89027
STRG.25996.1.p1	13-MCQ4179290.1	STRG.25996
STRG.40036.5.p1	3-KAK4810673.1	STRG.40036
STRG.105371.1.p2	NXG07410.1	STRG.105371
STRG.99547.1.p1	XM_040693536.1	STRG.99547
STRG.21099.1.p1	KAK4810746.1	STRG.21099
STRG.54331.3.p2	20-XM_048947294.1	STRG.54331
STRG.111300.1.p1	2-XM_040650950.1	STRG.111300
STRG.18963.1.p2	21-XM_048947294.1	STRG.18963
STRG.63725.1.p2	EOA94247.1	STRG.63725
STRG.27380.1.p1	XM_031947134.1	STRG.27380
STRG.111224.1.p1	9-SGA34061.1	STRG.111224
STRG.86165.1.p1	2-XM_015861090.2	STRG.86165
STRG.9320.2.p1	APJ35980.1	STRG.9320
STRG.22719.1.p1	3-PKU48130.1	STRG.22719
STRG.94588.1.p2	2-KAK4806022.1	STRG.94588
STRG.11424.1.p1	20-XM_052665711.1	STRG.11424
STRG.81512.1.p1	22-XM_048947294.1	STRG.81512
STRG.69854.1.p1	XM_031607996.1	STRG.69854
STRG.1106.1.p1	21-AAA49027.1	STRG.1106
STRG.75357.3.p1	XM_040694451.1	STRG.75357
STRG.108137.1.p3	15-SGA33918.1	STRG.108137
STRG.76208.12.p1	KFV12443.1	STRG.76208
STRG.28848.1.p1	KAK4823325.1	STRG.28848
STRG.5783.1.p1	SGA26460.1	STRG.5783
STRG.82902.1.p1	23-XM_048947294.1	STRG.82902
STRG.103205.11.p2	GMS85838.1	STRG.103205
STRG.84837.1.p2	49-EPP37534.1	STRG.84837
STRG.69862.16.p1	XM_040689385.1	STRG.69862
STRG.110297.1.p5	18-XM_040695137.1	STRG.110297
STRG.84923.1.p1	3-WP_279255902.1	STRG.84923
STRG.41504.19.p1	2-QKK36238.1	STRG.41504
STRG.84693.1.p2	50-EPP37534.1	STRG.84693
STRG.75563.1.p1	21-XM_052665711.1	STRG.75563
STRG.42478.13.p1	9-XM_046923367.1	STRG.42478
STRG.79443.4.p1	SGA23301.1	STRG.79443
STRG.84210.1.p1	51-EPP37534.1	STRG.84210
STRG.23176.1.p1	4-PKU48130.1	STRG.23176
STRG.2276.1.p1	XM_010215396.1	STRG.2276
STRG.86145.1.p1	2-XM_048930384.1	STRG.86145
STRG.72921.1.p2	3-SFW05319.1	STRG.72921
STRG.107296.1.p1	13-SGA02415.1	STRG.107296
STRG.109623.1.p2	12-XM_048959965.1	STRG.109623
STRG.18078.1.p1	TRZ05801.1	STRG.18078
STRG.20390.1.p1	XM_040701740.2	STRG.20390
STRG.77101.1.p2	XM_040693785.2	STRG.77101
STRG.85524.1.p1	52-EPP37534.1	STRG.85524
STRG.97264.2.p1	SGA02394.1	STRG.97264
STRG.100600.2.p1	XM_048056558.1	STRG.100600
STRG.69920.1.p3	XM_031608331.1	STRG.69920
STRG.43214.1.p1	22-AAA49027.1	STRG.43214
STRG.29391.1.p1	14-SGA02415.1	STRG.29391
STRG.76088.1.p1	6-SFW05151.1	STRG.76088
STRG.35575.4.p1	XM_021392010.1	STRG.35575
STRG.96675.1.p4	8-AAR28760.1	STRG.96675
STRG.85380.1.p1	53-EPP37534.1	STRG.85380
STRG.28684.1.p1	3-XM_040695594.2	STRG.28684
STRG.84903.1.p2	54-EPP37534.1	STRG.84903
STRG.105179.1.p2	XM_050339234.1	STRG.105179
STRG.14110.2.p1	CAF25156.1	STRG.14110
STRG.84827.1.p1	55-EPP37534.1	STRG.84827
STRG.107506.1.p1	10-SGA34061.1	STRG.107506
STRG.22006.1.p1	KAK4815832.1	STRG.22006
STRG.2256.1.p1	XM_052697554.1	STRG.2256
STRG.92513.12.p9	TNN67350.1	STRG.92513
STRG.86694.1.p1	3-MCQ4187465.1	STRG.86694
STRG.14595.1.p1	PKU42453.1	STRG.14595
STRG.84913.1.p2	56-EPP37534.1	STRG.84913
STRG.922.5.p1	10-XM_052705648.1	STRG.922
STRG.109527.1.p1	15-SGA02415.1	STRG.109527
STRG.53031.1.p1	KAK2861027.1	STRG.53031
STRG.84200.1.p1	57-EPP37534.1	STRG.84200
STRG.95189.1.p1	XM_040693622.1	STRG.95189
STRG.57590.2.p1	9-SFW04806.1	STRG.57590
STRG.1559.1.p1	24-XM_048947294.1	STRG.1559
STRG.93222.2.p1	XM_046934142.1	STRG.93222
STRG.99383.1.p1	POI20178.1	STRG.99383
STRG.73995.1.p1	XM_046932783.1	STRG.73995
STRG.14379.3.p1	KAF1547347.1	STRG.14379
STRG.91696.1.p1	NM_204516.1	STRG.91696
STRG.76078.1.p1	7-SFW05151.1	STRG.76078
STRG.78175.1.p1	22-MCQ4078419.1	STRG.78175
STRG.84663.1.p2	58-EPP37534.1	STRG.84663
STRG.952.10.p1	6-MCQ4187459.1	STRG.952
STRG.18497.3.p1	25-XM_048947294.1	STRG.18497
STRG.35234.1.p2	AF124511.1	STRG.35234
STRG.21945.23.p1	3-KAK4818318.1	STRG.21945
STRG.89600.2.p1	3-XM_040694160.2	STRG.89600
STRG.97266.1.p1	EPP36742.1	STRG.97266
STRG.107352.1.p1	7-MCQ4187459.1	STRG.107352
STRG.83966.1.p1	6-XM_025144565.3	STRG.83966
STRG.95179.1.p1	XM_048929881.1	STRG.95179
STRG.91115.2.p1	XM_021383999.1	STRG.91115
STRG.92383.1.p3	XM_031609508.1	STRG.92383
STRG.90372.1.p1	XM_049793671.1	STRG.90372
STRG.13964.1.p1	XM_052670973.1	STRG.13964
STRG.23242.1.p1	23-AAA49027.1	STRG.23242
STRG.96645.1.p1	7-XM_025144565.3	STRG.96645
STRG.52400.1.p1	2-XM_046921719.1	STRG.52400
STRG.108666.1.p1	19-XM_040695137.1	STRG.108666
STRG.32710.12.p1	14-MCQ4179290.1	STRG.32710
STRG.85198.1.p1	9-SGA02269.1	STRG.85198
STRG.22621.1.p1	9-AAR28760.1	STRG.22621
STRG.80621.1.p1	24-AAA49027.1	STRG.80621
STRG.89536.1.p1	2-XM_040705996.2	STRG.89536
STRG.110257.1.p4	XM_040695115.1	STRG.110257
STRG.7308.7.p3	23-MCQ4078419.1	STRG.7308
STRG.24769.41.p1	24-MCQ4078419.1	STRG.24769
STRG.85360.1.p2	59-EPP37534.1	STRG.85360
STRG.24524.2.p1	XM_040682320.2	STRG.24524
STRG.12708.1.p1	8-MCQ4179288.1	STRG.12708
STRG.93224.1.p1	15-MCQ4179290.1	STRG.93224
STRG.105091.1.p1	XM_032094973.1	STRG.105091
STRG.33019.2.p1	XP_025976058.1	STRG.33019
STRG.84018.1.p1	8-XM_025144565.3	STRG.84018
STRG.93080.1.p1	XM_040654711.1	STRG.93080
STRG.102297.1.p1	XM_030474548.1	STRG.102297
STRG.99353.1.p1	2-XM_046904842.1	STRG.99353
STRG.86115.1.p1	2-XM_051613262.1	STRG.86115
STRG.49776.1.p1	4-EPP28206.1	STRG.49776
STRG.78934.1.p1	10-XM_046923367.1	STRG.78934
STRG.98932.19.p2	XM_040693481.2	STRG.98932
STRG.20428.1.p1	26-XM_048947294.1	STRG.20428
STRG.108732.1.p1	11-SGA34061.1	STRG.108732
STRG.85408.1.p3	60-EPP37534.1	STRG.85408
STRG.49862.1.p1	SGA03278.1	STRG.49862
STRG.85340.1.p1	61-EPP37534.1	STRG.85340
STRG.85264.1.p1	62-EPP37534.1	STRG.85264
STRG.107949.1.p1	16-SGA33918.1	STRG.107949
STRG.110093.1.p1	13-XM_048959965.1	STRG.110093
STRG.52723.3.p6	XM_042827192.1	STRG.52723
STRG.13089.1.p1	2-KAK4811060.1	STRG.13089
STRG.57496.1.p2	3-SGA31375.1	STRG.57496
STRG.55207.26.p1	2-KAK4831702.1	STRG.55207
STRG.12620.1.p1	11-XM_052705648.1	STRG.12620
STRG.12280.3.p1	KFQ60646.1	STRG.12280
STRG.54375.12.p1	9-XM_040659592.1	STRG.54375
STRG.28876.29.p1	SGA31551.1	STRG.28876
STRG.84643.1.p1	63-EPP37534.1	STRG.84643
STRG.21828.1.p1	22-XM_052665711.1	STRG.21828
STRG.25782.1.p1	23-XM_052665711.1	STRG.25782
STRG.111637.1.p1	KAK4822237.1	STRG.111637
STRG.86512.4.p1	24-XM_052665711.1	STRG.86512
STRG.16765.7.p1	25-MCQ4078419.1	STRG.16765
STRG.12468.1.p1	XM_046905652.1	STRG.12468
STRG.46323.2.p1	26-MCQ4078419.1	STRG.46323
STRG.16348.4.p1	25-XM_052665711.1	STRG.16348
STRG.78838.1.p1	XM_048931039.1	STRG.78838
STRG.68404.1.p1	KGL89130.1	STRG.68404
STRG.36604.1.p2	27-XM_048947294.1	STRG.36604
STRG.36369.8.p1	3-KFU97725.1	STRG.36369
STRG.99343.1.p1	3-XM_046904842.1	STRG.99343
STRG.102287.1.p2	XM_031612283.1	STRG.102287
STRG.76597.1.p1	KFM14109.1	STRG.76597
STRG.40752.15.p1	7-SFW04942.1	STRG.40752
STRG.8509.1.p1	KAK4805322.1	STRG.8509
STRG.13790.1.p1	4-KAK4810673.1	STRG.13790
STRG.20264.1.p2	26-XM_052665711.1	STRG.20264
STRG.54130.10.p1	16-MCQ4179290.1	STRG.54130
STRG.85168.1.p1	64-EPP37534.1	STRG.85168
STRG.6535.6.p1	KAK4825802.1	STRG.6535
STRG.20350.1.p1	XM_040653590.2	STRG.20350
STRG.87419.1.p1	8-SFW04942.1	STRG.87419
STRG.84547.1.p1	65-EPP37534.1	STRG.84547
STRG.28720.1.p1	27-MCQ4078419.1	STRG.28720
STRG.57533.20.p1	10-SGA02269.1	STRG.57533
STRG.80601.1.p2	XM_040656214.1	STRG.80601
STRG.89286.1.p1	KAK4824542.1	STRG.89286
STRG.107871.1.p4	17-SGA33918.1	STRG.107871
STRG.75417.1.p4	XM_046904429.1	STRG.75417
STRG.34147.3.p1	4-AAC60281.1	STRG.34147
STRG.20957.1.p2	12-XM_052705648.1	STRG.20957
STRG.2216.1.p1	QKK36262.1	STRG.2216
STRG.86730.1.p4	XM_058044537.1	STRG.86730
STRG.109333.1.p1	12-SGA34061.1	STRG.109333
STRG.11898.14.p1	10-AAR28760.1	STRG.11898
STRG.102353.1.p1	XM_015853343.2	STRG.102353
STRG.23126.1.p1	8-MCQ4187459.1	STRG.23126
STRG.6180.1.p1	25-AAA49027.1	STRG.6180
STRG.11837.1.p1	11-XM_046923367.1	STRG.11837
STRG.94288.1.p1	XM_025145376.2	STRG.94288
STRG.20477.5.p1	10-XM_040659592.1	STRG.20477
STRG.99257.1.p2	2-XM_040693470.2	STRG.99257
STRG.110862.1.p1	20-XM_040695137.1	STRG.110862
STRG.85158.1.p1	66-EPP37534.1	STRG.85158
STRG.39919.1.p1	4-XM_048930342.1	STRG.39919
STRG.54151.1.p1	XM_040705253.2	STRG.54151
STRG.20859.2.p1	2-MCQ4015904.1	STRG.20859
STRG.85320.1.p1	67-EPP37534.1	STRG.85320
STRG.19010.14.p1	AQY16371.1	STRG.19010
STRG.53444.1.p1	XM_021405071.1	STRG.53444
STRG.80275.1.p1	POI20668.1	STRG.80275
STRG.84613.1.p1	68-EPP37534.1	STRG.84613
STRG.78760.10.p1	9-SFW04942.1	STRG.78760
STRG.59487.1.p1	XM_004944602.5	STRG.59487
STRG.62015.1.p1	13-XM_052705648.1	STRG.62015
STRG.107929.1.p5	18-SGA33918.1	STRG.107929
STRG.102892.1.p1	KAK4812523.1	STRG.102892
STRG.32278.10.p1	2-KAK4827280.1	STRG.32278
STRG.39929.1.p1	2-XM_048930104.1	STRG.39929
STRG.66922.1.p1	XM_046930499.1	STRG.66922
STRG.59803.1.p1	28-XM_048947294.1	STRG.59803
STRG.2052.1.p2	EOB08416.1	STRG.2052
STRG.83916.1.p1	17-MCQ4179290.1	STRG.83916
STRG.18567.1.p1	3-XM_042869383.1	STRG.18567
STRG.81905.1.p1	MDK2413098.1	STRG.81905
STRG.63099.1.p1	XM_031595444.1	STRG.63099
